#Type;Year;Patched;Company;HardwareExtension;Machine;Genre;Info;File
Disk;unknown;Original;Bit2;fmpac;msx2;Game;Nyancle Racing;/openMSX/SOFTWARE/copyright/Bit2/nyancler.dsk.gz
Disk;unknown;Original;Bit2;fmpac;msx2;Game;Quinpl;/openMSX/SOFTWARE/copyright/Bit2/quinpl.dsk.gz
Cart;unknown;Original;Bit2;unknown;msx2;Game;famicle;/openMSX/SOFTWARE/copyright/Bit2/famicle.rom.gz
Disk;unknown;Original;Bit2;fmpac;msx2;Game;Famicle Parodic 2, disk A;/openMSX/SOFTWARE/copyright/Bit2/famicl2a.dsk.gz
Disk;unknown;Original;Bit2;fmpac;msx2;Game;Famicle Parodic 2, disk B;/openMSX/SOFTWARE/copyright/Bit2/famicl2b.dsk.gz
Disk;1988;unknown;Compile;fmpac;msx2;Game;aleste1;/openMSX/SOFTWARE/copyright/Compile/aleste1.dsk.gz
Disk;1988;unknown;Compile;fmpac;msx2;Game;aleste1t;/openMSX/SOFTWARE/copyright/Compile/aleste1t.dsk.gz
Disk;1989;unknown;Compile;fmpac;msx2;Game;aleste2a;/openMSX/SOFTWARE/copyright/Compile/aleste2a.dsk.gz
Disk;1989;unknown;Compile;fmpac;msx2;Game;aleste2b;/openMSX/SOFTWARE/copyright/Compile/aleste2b.dsk.gz
Disk;1989;unknown;Compile;fmpac;msx2;Game;aleste2c;/openMSX/SOFTWARE/copyright/Compile/aleste2c.dsk.gz
Cart;1988;unknown;Compile;fmpac;msx2;Game;aleste;/openMSX/SOFTWARE/copyright/Compile/aleste.rom.gz
Disk;1989;unknown;Compile;fmpac;msx2;Game;ales2trb;/openMSX/SOFTWARE/copyright/Compile/ales2trb.dsk.gz
Disk;unknown;xxxx;Compile;fmpac;msx2;Game;alestebi;/openMSX/SOFTWARE/copyright/Compile/alestebi.dsk.gz
Cart;1983;Original;Compile;unknown;msx1;Game;Bee & Flower;/openMSX/SOFTWARE/copyright/Compile/1983/bee_flow.rom.gz
Cart;1983;Original;Compile;unknown;msx1;Game;Exa-Innova (E.I.);/openMSX/SOFTWARE/copyright/Compile/1983/exinnova.rom.gz
Cart;1984;Original;Compile;unknown;msx1;Game;Megalopolis SOS;/openMSX/SOFTWARE/copyright/Compile/1984/megalopo.rom.gz
Cart;1984;Original;Compile;unknown;msx1;Game;Aqua Polis SOS;/openMSX/SOFTWARE/copyright/Compile/1984/aquapoli.rom.gz
Cart;1984;Original;Compile;unknown;msx1;Game;Hustle Chumy;/openMSX/SOFTWARE/copyright/Compile/1984/hustlech.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Crusader;/openMSX/SOFTWARE/copyright/Compile/1985/crusader.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;C SO!;/openMSX/SOFTWARE/copyright/Compile/1985/c-so.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Godzillakun;/openMSX/SOFTWARE/copyright/Compile/1985/gojira.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Final Justice;/openMSX/SOFTWARE/copyright/Compile/1985/justice.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Championship Loderunner;/openMSX/SOFTWARE/copyright/Compile/1985/loderun3.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Lunar Ball;/openMSX/SOFTWARE/copyright/Compile/1985/lunarbal.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Swing (Madofuci Gaisya No Swingkun);/openMSX/SOFTWARE/copyright/Compile/1985/swing.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;A.E.;/openMSX/SOFTWARE/copyright/Compile/1985/ae.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Choplifter;/openMSX/SOFTWARE/copyright/Compile/1985/choplift.rom.gz
Cart;1985;Original;Compile;unknown;msx1;Game;Loderunner;/openMSX/SOFTWARE/copyright/Compile/1985/loderun1.rom.gz
Cart;1986;Original;Compile;unknown;msx1;Game;Thexder;/openMSX/SOFTWARE/copyright/Compile/1986/thexder.crt.gz
Cart;1986;Original;Compile;unknown;msx1;Game;Zanac;/openMSX/SOFTWARE/copyright/Compile/1986/zanac1.crt.gz
Cart;1986;Original;Compile;unknown;msx1;Game;Zanac 2;/openMSX/SOFTWARE/copyright/Compile/1986/zanac2.crt.gz
Cart;1986;Original;Compile;unknown;msx1;Game;Guardic;/openMSX/SOFTWARE/copyright/Compile/1986/guardic.rom.gz
Cart;1986;Original;Compile;unknown;msx2;Game;Zanac Excellent;/openMSX/SOFTWARE/copyright/Compile/1986/zanac-ex.rom.gz
Cart;1986;Original;Compile;unknown;msx1;Game;Gulkave;/openMSX/SOFTWARE/copyright/Compile/1986/gulkave.crt.gz
Cart;1987;Original;Compile;fmpac;msx1;Game;Jagur;/openMSX/SOFTWARE/copyright/Compile/1987/jagur.rom.gz
Cart;1987;Original;Compile;fmpac;msx1;Game;Golvellius 1 ;/openMSX/SOFTWARE/copyright/Compile/1987/golvelli.rom.gz
Cart;1987;Original;Compile;fmpac;unknown;Game;Higemaru;/openMSX/SOFTWARE/copyright/Compile/1987/higemaru.rom.gz
Cart;1988;Original;Compile;fmpac;msx2;Game;Aleste;/openMSX/SOFTWARE/copyright/Compile/1988/aleste.rom.gz
Disk;1988;Original;Compile;fmpac;msx2;Game;Aleste 2, disk 3;/openMSX/SOFTWARE/copyright/Compile/1989/aleste_2_disk-c.dsk.gz
Disk;1988;Original;Compile;fmpac;msx2;Game;Aleste 2, disk 1;/openMSX/SOFTWARE/copyright/Compile/1989/aleste_2_disk-a.dsk.gz
Disk;1988;Original;Compile;fmpac;msx2;Game;Aleste 2, disk 2;/openMSX/SOFTWARE/copyright/Compile/1989/aleste_2_disk-b.dsk.gz
Disk;1991;Original;Compile;fmpac;msx2;Game;Gorbys Pipeline;/openMSX/SOFTWARE/copyright/Compile/1991/gorby_sp.dsk.gz
Disk;1991;Original;Compile;fmpac;msx2;Game;Puyo Puyo;/openMSX/SOFTWARE/copyright/Compile/1991/puyopuyo.dsk.gz
Disk;unknown;Original;C-TNG;unknown;msx2;Compiler;Compass 1.2beta;/openMSX/SOFTWARE/copyright/compjoet/compas12.di2.gz
Disk;unknown;Original;Compjoetania;mbstereo;msx2;Demo;Judgement of Sound;/openMSX/SOFTWARE/copyright/compjoet/judgesnd.di2.gz
Disk;unknown;Original;Compjoetania;moonsound;msx2;Demo;Jungle Symphonies;/openMSX/SOFTWARE/copyright/compjoet/junglsym.di2.gz
Disk;unknown;Original;C-TNG;moonsound;msx2;Game;SandStone;/openMSX/SOFTWARE/copyright/ctng/sandstone.dsk.gz
Disk;unknown;Original;Engine;mbstereo;msx2;Game;Dizzy;/openMSX/SOFTWARE/copyright/engine/dizzy.di2.gz
Disk;unknown;Original;Engine;mbstereo;msx2;Game;DASS;/openMSX/SOFTWARE/copyright/engine/pre-dass.di2.gz
Disk;unknown;Original;Engine;mbstereo;msx2;Game;Dass;/openMSX/SOFTWARE/copyright/engine/dass.di2.gz
Disk;unknown;Original;Engine;mbstereo;msx2;Game;DIX;/openMSX/SOFTWARE/copyright/engine/dix.di2.gz
Cart;unknown;Original;Falcom;fmpac;msx2;Game;Dragon Slayer 2 / Xanadu;/openMSX/SOFTWARE/copyright/falcom/xanadu.rom.gz
Disk;unknown;Original;Gamearts;fmpac;msx2;Game;firehw_a;/openMSX/SOFTWARE/copyright/gamearts/firehw_a.dsk.gz
Disk;unknown;Original;Gamearts;fmpac;msx2;Game;solitaic;/openMSX/SOFTWARE/copyright/gamearts/solitaic.dsk.gz
Cart;unknown;Original;Gamearts;unknown;msx1;Game;thexder;/openMSX/SOFTWARE/copyright/gamearts/thexder.rom.gz
Disk;unknown;Original;Gamearts;fmpac;msx2;Game;fireha1c;/openMSX/SOFTWARE/copyright/gamearts/fireha1c.dsk.gz
Disk;unknown;Original;Gamearts;fmpac;msx2;Game;fireha2;/openMSX/SOFTWARE/copyright/gamearts/fireha2.dsk.gz
Disk;unknown;Original;Gamearts;fmpac;msx2;Game;firehw_b;/openMSX/SOFTWARE/copyright/gamearts/firehw_b.dsk.gz
Disk;unknown;Original;Glodia;unknown;msx2;Game;Testament, disk a;/openMSX/SOFTWARE/copyright/glodia/testamea.dsk.gz
Disk;unknown;Original;Glodia;unknown;msx2;Game;Testament, disk b;/openMSX/SOFTWARE/copyright/glodia/testameb.dsk.gz
Cart;unknown;Original;Hal;unknown;msx1;Game;Eggerland Mystery;/openMSX/SOFTWARE/copyright/Hal/egger.rom.gz
Cart;unknown;Original;Hal;unknown;msx1;Game;Eggerland 2;/openMSX/SOFTWARE/copyright/Hal/egger2.rom.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Athletic Land (beta?) RC700b;/openMSX/SOFTWARE/copyright/Konami/athland2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Comic Bakery RC714;/openMSX/SOFTWARE/copyright/Konami/bakery.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Baseball RC724;/openMSX/SOFTWARE/copyright/Konami/baseball.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Billiards / Video Hustler (OEM version) HBS-G008C;/openMSX/SOFTWARE/copyright/Konami/billiard.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Boxing RC736;/openMSX/SOFTWARE/copyright/Konami/boxing.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Cabbage Patch Kids RC716;/openMSX/SOFTWARE/copyright/Konami/cabbage.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Circus Charlie RC712;/openMSX/SOFTWARE/copyright/Konami/circus.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Crazy Train oemHBS-G006C;/openMSX/SOFTWARE/copyright/Konami/crtrain.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Green Beret (Konami UK) KN327;/openMSX/SOFTWARE/copyright/Konami/gberet.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Soccer / Football (same?) RC732b;/openMSX/SOFTWARE/copyright/Konami/football.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Frogger RC704;/openMSX/SOFTWARE/copyright/Konami/frogger.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;The Maze of Galious RC749;/openMSX/SOFTWARE/copyright/Konami/galious.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;The Game Master RC735;/openMSX/SOFTWARE/copyright/Konami/gmaster.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;The Game Master 2 (has 8kB SRAM onboard) RC755;/openMSX/SOFTWARE/copyright/Konami/gmaster2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Ganbare Goemon (aka Samurai) RC748;/openMSX/SOFTWARE/copyright/Konami/goemon.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;The Goonies RC734;/openMSX/SOFTWARE/copyright/Konami/goonies.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Nemesis 2 (Gradius 2) (same?) RC751c;/openMSX/SOFTWARE/copyright/Konami/gradius2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Contra (aka Gryzor) RC762;/openMSX/SOFTWARE/copyright/Konami/gryzor.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Hyper Rally RC718;/openMSX/SOFTWARE/copyright/Konami/hrally.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Hyper Sports 1 RC715;/openMSX/SOFTWARE/copyright/Konami/hsport1.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Hyper Sports 2 RC717;/openMSX/SOFTWARE/copyright/Konami/hsport2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Hyper Sports 3 RC733;/openMSX/SOFTWARE/copyright/Konami/hsport3.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Sky Jaguar RC721;/openMSX/SOFTWARE/copyright/Konami/jaguar.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Juno First oemHBS-G002C;/openMSX/SOFTWARE/copyright/Konami/juno-f.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;King Kong 2 RC745;/openMSX/SOFTWARE/copyright/Konami/kkong2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Knightmare RC739;/openMSX/SOFTWARE/copyright/Konami/knight.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Billiards / Video Hustler(same?) RC706c;/openMSX/SOFTWARE/copyright/Konami/konbill.ri.gz
Disk;unknown;Original;Konami;unknown;msx2;Game;konami_2;/openMSX/SOFTWARE/copyright/Konami/konami_2.dsk.gz
Disk;unknown;Original;Konami;unknown;msx2;Game;konami_4;/openMSX/SOFTWARE/copyright/Konami/konami_4.dsk.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Antarctic Adventure RC701;/openMSX/SOFTWARE/copyright/Konami/antadv.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Yie Ar Kung Fu RC725;/openMSX/SOFTWARE/copyright/Konami/kungfu.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Yie Ar Kung Fu 2 RC737;/openMSX/SOFTWARE/copyright/Konami/kungfu2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;King s Valley RC727;/openMSX/SOFTWARE/copyright/Konami/kvalley.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Golf RC723;/openMSX/SOFTWARE/copyright/Konami/k-golf.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Magical Tree (same?) RC713b;/openMSX/SOFTWARE/copyright/Konami/magitree.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Majutsushi (aka Mah-Jong 2) has a 8 bit D/A onboard RC765;/openMSX/SOFTWARE/copyright/Konami/majutusi.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Metal Gear RC750;/openMSX/SOFTWARE/copyright/Konami/mgear.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Solid Snake (Metal Gear 2) RC767;/openMSX/SOFTWARE/copyright/Konami/mgear2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Monkey Academy RC702;/openMSX/SOFTWARE/copyright/Konami/monkey.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Mopi Ranger RC728;/openMSX/SOFTWARE/copyright/Konami/mpranger.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Nemesis 2 (Gradius 2) beta version RC751b;/openMSX/SOFTWARE/copyright/Konami/nem2beta.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Nemesis (Gradius) RC742;/openMSX/SOFTWARE/copyright/Konami/nemesis1.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Nemesis 3 RC764;/openMSX/SOFTWARE/copyright/Konami/nemesis3.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Hyper Olympic 1  RC710;/openMSX/SOFTWARE/copyright/Konami/olympic1.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Hyper Olympic 2 RC711;/openMSX/SOFTWARE/copyright/Konami/olympic2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Parodius RC759;/openMSX/SOFTWARE/copyright/Konami/parodius.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Penguin Adventure RC743;/openMSX/SOFTWARE/copyright/Konami/penguin.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Pennant Race 2 RC766;/openMSX/SOFTWARE/copyright/Konami/pennant2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Ping Pong RC731;/openMSX/SOFTWARE/copyright/Konami/pingpong.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Pippols RC729;/openMSX/SOFTWARE/copyright/Konami/pippols.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Pooyan BC-M5;/openMSX/SOFTWARE/copyright/Konami/pooyan.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Q-Bert RC746;/openMSX/SOFTWARE/copyright/Konami/qbert.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Quarth RC769;/openMSX/SOFTWARE/copyright/Konami/quarth.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Road Fighter RC730;/openMSX/SOFTWARE/copyright/Konami/road.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;samurai;/openMSX/SOFTWARE/copyright/Konami/samurai.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Shalom (Knightmare 3) RC754;/openMSX/SOFTWARE/copyright/Konami/shalom.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Soccer / Football RC732;/openMSX/SOFTWARE/copyright/Konami/soccer.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Sparkie HBS-G001C;/openMSX/SOFTWARE/copyright/Konami/sparkie.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Space Manbow RC768;/openMSX/SOFTWARE/copyright/Konami/spmanbow.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Super Cobra RC705;/openMSX/SOFTWARE/copyright/Konami/sucobra.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Synthesizer (has a 8 bit D/A on board) RC741;/openMSX/SOFTWARE/copyright/Konami/synthe.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Tennis RC720;/openMSX/SOFTWARE/copyright/Konami/tennis.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Time Pilot RC703;/openMSX/SOFTWARE/copyright/Konami/tmpilot.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Track & Field 1 RC710b;/openMSX/SOFTWARE/copyright/Konami/track1.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Track & Field 2 RC711b;/openMSX/SOFTWARE/copyright/Konami/track2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Magical Tree RC713;/openMSX/SOFTWARE/copyright/Konami/tree.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Usas RC753;/openMSX/SOFTWARE/copyright/Konami/usas.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Usas RC753b;/openMSX/SOFTWARE/copyright/Konami/usas-inv.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;King s Valley 2  MSX1 RC760;/openMSX/SOFTWARE/copyright/Konami/valley21.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;King s Valley 2  MSX2 RC761;/openMSX/SOFTWARE/copyright/Konami/valley22.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Billiards / Video Hustler RC706b;/openMSX/SOFTWARE/copyright/Konami/vhustler.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Vampire Killer RC744;/openMSX/SOFTWARE/copyright/Konami/vkiller.ri.gz
Disk;unknown;Original;Konami;unknown;msx2;Game;konamico;/openMSX/SOFTWARE/copyright/Konami/konamico.dsk.gz
Disk;unknown;Original;Konami;unknown;msx2;Game;konami_1;/openMSX/SOFTWARE/copyright/Konami/konami_1.dsk.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Athletic Land RC700;/openMSX/SOFTWARE/copyright/Konami/athland1.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;F1 Spirit RC752;/openMSX/SOFTWARE/copyright/Konami/f1spirit.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Hinotori (aka Firebird) RC747;/openMSX/SOFTWARE/copyright/Konami/firebird.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;hw-star;/openMSX/SOFTWARE/copyright/Konami/hw-star.ri.gz
Cart;unknown;Original;Konami;unknown;unknown;Game;Mah Jong RC707;/openMSX/SOFTWARE/copyright/Konami/mahjong.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Nemesis 2 (Gradius 2) RC751;/openMSX/SOFTWARE/copyright/Konami/nemesis2.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Pennant Race 1 RC757;/openMSX/SOFTWARE/copyright/Konami/pennant1.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Salamander RC758;/openMSX/SOFTWARE/copyright/Konami/salamand.ri.gz
Cart;unknown;Original;Konami;unknown;msx1;Game;Twin Bee RC740;/openMSX/SOFTWARE/copyright/Konami/twinbee.ri.gz
Cart;unknown;Original;Konami;unknown;msx2;Game;Vampire Killer (same?) RC744b;/openMSX/SOFTWARE/copyright/Konami/vam-inv.ri.gz
Disk;unknown;Original;Konami;scca;msx2;Game;Game Collection 1 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc1a-scc.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Game Collection 1 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc1a-sccp.dsk.gz
Disk;unknown;Original;Konami;scca;msx2;Game;Game Collection 1, disk B;/openMSX/SOFTWARE/copyright/Konami/DISKS/gc1b.dsk.gz
Disk;unknown;Original;Konami;scca;msx2;Game;Game Collection 2 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc2-scc.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Game Collection 2 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc2-sccp.dsk.gz
Disk;unknown;Original;Konami;scca;msx2;Game;Game Collection 3 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc3-scc.dsk.gz
Disk;unknown;Original;Konami;scca;msx2;Game;Game Collection 4 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc4-scc.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Game Collection 4 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc4-sccp.dsk.gz
Disk;unknown;Original;Konami;scca;msx2;Game;Game Collection Special (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gcs-scc.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Game Collection Special (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gcs-sccp.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;SD Snatcher, disk 1 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sd1jpscp.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;SD Snatcher, disk 3 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sd3jpscp.dsk.gz
Disk;unknown;Original;Konami;scca,sccb;msx2;Game;Snatcher, disk 1 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sna1scc.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Snatcher, disk 1 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sna1sccp.dsk.gz
Disk;unknown;Original;Konami;scca,sccb;msx2;Game;Snatcher, disk 2 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sna2scc.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Snatcher, disk 2 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sna2sccp.dsk.gz
Disk;unknown;Original;Konami;scca,sccb;msx2;Game;Snatcher, disk 3 (SCC version);/openMSX/SOFTWARE/copyright/Konami/DISKS/snat3scc.dsk.gz
Disk;unknown;Original;Konami;scca,sccb;msx2;Game;Uranai (Fortune Teller);/openMSX/SOFTWARE/copyright/Konami/DISKS/uranai.dsk.gz
Disk;unknown;Original;Konami;fmpac,msx2plus;msx2;Game;F1 Spirit 3D Special, disk A;/openMSX/SOFTWARE/copyright/Konami/DISKS/f1sp3da.dsk.gz
Disk;unknown;Original;Konami;fmpac,msx2plus;msx2;Game;F1 Spirit 3D Special, disk B;/openMSX/SOFTWARE/copyright/Konami/DISKS/f1sp3db.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Game Collection 3 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/gc3-sccp.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;SD Snatcher, disk 2 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sd2jpscp.dsk.gz
Disk;unknown;Original;Konami;sccpa;msx2;Game;Snatcher, disk 3 (SCC+ version);/openMSX/SOFTWARE/copyright/Konami/DISKS/sna3sccp.dsk.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Gianna Sisters;/openMSX/SOFTWARE/copyright/sunrise/giannas.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Moonblaster 1.4;/openMSX/SOFTWARE/copyright/sunrise/mb14.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 1;/openMSX/SOFTWARE/copyright/sunrise/pa1.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 2, disk 1;/openMSX/SOFTWARE/copyright/sunrise/pa2-1.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 2, disk 2;/openMSX/SOFTWARE/copyright/sunrise/pa2-2.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 2, disk 3;/openMSX/SOFTWARE/copyright/sunrise/pa2-3.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 2, disk 4;/openMSX/SOFTWARE/copyright/sunrise/pa2-4.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 3, disk 1;/openMSX/SOFTWARE/copyright/sunrise/pa3-1.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 3, disk 2;/openMSX/SOFTWARE/copyright/sunrise/pa3-2.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 3, disk 3;/openMSX/SOFTWARE/copyright/sunrise/pa3-3.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Pumpkin Adventure 3, disk 4;/openMSX/SOFTWARE/copyright/sunrise/pa3-4.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;The Shrines of Enigma;/openMSX/SOFTWARE/copyright/sunrise/senigma.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;The Witches Revenge, disk 1;/openMSX/SOFTWARE/copyright/sunrise/witchs-1.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;The Witches Revenge, disk 2;/openMSX/SOFTWARE/copyright/sunrise/witchs-2.di2.gz
Disk;unknown;Original;Sunrise;unknown;msx2;Game;blade;/openMSX/SOFTWARE/copyright/sunrise/blade.di1.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;Blade Lords;/openMSX/SOFTWARE/copyright/sunrise/blade-d2.di1.gz
Disk;unknown;Original;Sunrise;unknown;msx2;Game;Moonblaster for Moonsound;/openMSX/SOFTWARE/copyright/sunrise/mbfms.di2.gz
Disk;unknown;Original;Sunrise;mbstereo;msx2;Game;The Witches Revenge, disk 3;/openMSX/SOFTWARE/copyright/sunrise/witchs-3.di2.gz
Cart;unknown;Original;Taito;unknown;msx2;Game;Rastan Saga;/openMSX/SOFTWARE/copyright/taito/rastan.rom.gz
Disk;unknown;Original;T&E;fmpac;msx2;Game;Undeadline;/openMSX/SOFTWARE/copyright/TandE/undeadli.dsk.gz
Disk;unknown;Original;T&E;fmpac;msx2;Game;Greatest Driver, disk A;/openMSX/SOFTWARE/copyright/TandE/greateda.dsk.gz
Disk;unknown;Original;T&E;fmpac;msx2;Game;Greatest Driver, disk B;/openMSX/SOFTWARE/copyright/TandE/greatedb.dsk.gz
